"state","lga","intervention","intervention_mix_to_show","intervention_summary","plan","plan_description"
"Katsina","Bakori","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Batagarawa","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Batagarawa","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Batagarawa","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Batagarawa","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Batagarawa","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Batagarawa","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Batsari","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Batsari","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Batsari","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Batsari","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Batsari","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Batsari","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Baure","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Baure","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Baure","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Baure","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Baure","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Baure","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Bindawa","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Bindawa","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Bindawa","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Bindawa","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Bindawa","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Bindawa","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Charanchi","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Charanchi","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Charanchi","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Charanchi","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Charanchi","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Charanchi","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dandume","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dandume","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dandume","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dandume","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dandume","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dandume","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Danja","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Danja","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Danja","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Danja","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Danja","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Danja","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dan Musa","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dan Musa","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dan Musa","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dan Musa","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dan Musa","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dan Musa","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Daura","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Daura","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Daura","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Daura","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Daura","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Daura","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dutsi","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dutsi","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dutsi","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dutsi","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dutsi","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dutsi","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dutsin Ma","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dutsin Ma","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dutsin Ma","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dutsin Ma","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dutsin Ma","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Dutsin Ma","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Faskari","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Faskari","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Faskari","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Faskari","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Faskari","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Faskari","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Funtua","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Funtua","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Funtua","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Funtua","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Funtua","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Funtua","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Ingawa","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Ingawa","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Ingawa","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Ingawa","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Ingawa","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Ingawa","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Jibia","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Jibia","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Jibia","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Jibia","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Jibia","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Jibia","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kafur","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kafur","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kafur","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kafur","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kafur","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kafur","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kaita","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kaita","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kaita","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kaita","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kaita","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kaita","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kankara","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kankara","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kankara","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kankara","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kankara","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kankara","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kankia","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kankia","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kankia","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kankia","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kankia","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kankia","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Katsina","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Katsina","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Katsina","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Katsina","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Katsina","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Katsina","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kurfi","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kurfi","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kurfi","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kurfi","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kurfi","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kurfi","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kusada","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kusada","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kusada","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kusada","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kusada","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Kusada","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mai'adua","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mai'adua","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mai'adua","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mai'adua","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mai'adua","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mai'adua","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Malumfashi","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Malumfashi","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Malumfashi","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Malumfashi","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Malumfashi","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Malumfashi","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mani","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mani","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mani","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mani","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mani","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mani","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mashi","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mashi","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mashi","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mashi","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mashi","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Mashi","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Matazu","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Matazu","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Matazu","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Matazu","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Matazu","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Matazu","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Musawa","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Musawa","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Musawa","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Musawa","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Musawa","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Musawa","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Rimi","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Rimi","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Rimi","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Rimi","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Rimi","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Rimi","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Sabuwa","cm_public","CM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Sabuwa","iptp","IPTp","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Sabuwa","smc","SMC","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Sabuwa","lsm","LSM","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Sabuwa","itn_campaign","ITN Campaign","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
"Katsina","Sabuwa","cm_private","CM_PRIVATE","CM + IPTp + SMC + LSM + ITN Campaign","plan 2","Limited Vaccine Targeted in Kebbi and Bayesla"
