"intervention","state","lga","total_cost","target_value","state_count","lga_count","intervention_type","title","currency","target","cost_per_target"
"me","Kano","Gwale",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Gwale",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Gwale",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Gwale",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Gwale",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Gwarzo",15989376,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Gwarzo",9993.36,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Gwarzo",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Gwarzo",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Gwarzo",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Gwarzo",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Gwarzo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Gwarzo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Gwarzo",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Gwarzo",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Kabo",16489044,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Kabo",10305.6525,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Kabo",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Kabo",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Kabo",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Kabo",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Kabo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Kabo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Kabo",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Kabo",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Kano Municipal",9493692,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Kano Municipal",5933.5575,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Kano Municipal",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Kano Municipal",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Kano Municipal",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Kano Municipal",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Kano Municipal",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Kano Municipal",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Kano Municipal",22049867.0605613,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Kano Municipal",13781.1669128508,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Karaye",11492364,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Karaye",7182.7275,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Karaye",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Karaye",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Karaye",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Karaye",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Karaye",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Karaye",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Karaye",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Karaye",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Kibiya",11492364,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Kibiya",7182.7275,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Kibiya",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Kibiya",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Kibiya",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Kibiya",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Kibiya",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Kibiya",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Kibiya",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Kibiya",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Kiru",17988048,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Kiru",11242.53,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Kiru",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Kiru",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Kiru",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Kiru",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Kiru",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Kiru",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Kiru",25442154.3006477,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Kiru",15901.3464379048,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Kumbotso",14490372,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Kumbotso",9056.4825,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Kumbotso",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Kumbotso",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Kumbotso",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Kumbotso",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Kumbotso",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Kumbotso",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Kumbotso",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Kumbotso",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Kunchi",16489044,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Kunchi",10305.6525,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Kunchi",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Kunchi",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Kunchi",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Kunchi",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Kunchi",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Kunchi",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Kunchi",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Kunchi",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Kura",13990704,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Kura",8744.19,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Kura",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Kura",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Kura",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Kura",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Kura",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Kura",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Kura",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Kura",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Madobi",11492364,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Madobi",7182.7275,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Madobi",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Madobi",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Madobi",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Madobi",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Madobi",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Madobi",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Madobi",20353723.4405181,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Madobi",12721.0771503238,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Makoda",15989376,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Makoda",9993.36,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Makoda",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Makoda",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Makoda",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Makoda",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Makoda",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Makoda",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Makoda",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Makoda",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Minjibir",13990704,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Minjibir",8744.19,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Minjibir",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Minjibir",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Minjibir",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Minjibir",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Minjibir",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Minjibir",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Minjibir",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Minjibir",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Nasarawa",11492364,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Nasarawa",7182.7275,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Nasarawa",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Nasarawa",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Nasarawa",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Nasarawa",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Nasarawa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Nasarawa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Nasarawa",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Nasarawa",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Rano",8994024,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Rano",5621.265,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Rano",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Rano",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Rano",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Rano",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Rano",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Rano",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Rano",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Rano",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Rimin Gado",10992696,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Rimin Gado",6870.435,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Rimin Gado",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Rimin Gado",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Rimin Gado",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Rimin Gado",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Rimin Gado",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Rimin Gado",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Rimin Gado",20353723.4405181,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Rimin Gado",12721.0771503238,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Rogo",12491700,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Rogo",7807.3125,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Rogo",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Rogo",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Rogo",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Rogo",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Rogo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Rogo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Rogo",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Rogo",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Shanono",11992032,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Shanono",7495.02,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Shanono",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Shanono",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Shanono",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Shanono",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Shanono",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Shanono",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Shanono",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Shanono",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Sumaila",20486388,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Sumaila",12803.9925,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Sumaila",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Sumaila",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Sumaila",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Sumaila",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Sumaila",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Sumaila",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Sumaila",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Sumaila",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Takai",16988712,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Takai",10617.945,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Takai",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Takai",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Takai",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Takai",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Takai",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Takai",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Takai",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Takai",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Tarauni",9993360,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Tarauni",6245.85,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Tarauni",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Tarauni",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Tarauni",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Tarauni",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Tarauni",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Tarauni",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Tarauni",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Tarauni",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Tofa",10493028,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Tofa",6558.1425,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Tofa",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Tofa",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Tofa",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Tofa",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Tofa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Tofa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Tofa",25442154.3006477,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Tofa",15901.3464379048,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Tsanyawa",14990040,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Tsanyawa",9368.775,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Tsanyawa",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Tsanyawa",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Tsanyawa",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Tsanyawa",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Tsanyawa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Tsanyawa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Tsanyawa",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Tsanyawa",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Tudun Wada",13990704,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Tudun Wada",8744.19,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Tudun Wada",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Tudun Wada",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Tudun Wada",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Tudun Wada",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Tudun Wada",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Tudun Wada",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Tudun Wada",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Tudun Wada",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Ungogo",17988048,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Ungogo",11242.53,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Ungogo",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Ungogo",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Ungogo",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Ungogo",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Ungogo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Ungogo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Ungogo",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Ungogo",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Warawa",10493028,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Warawa",6558.1425,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Warawa",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Warawa",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Warawa",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Warawa",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Warawa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Kano","Warawa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Kano","Warawa",25442154.3006477,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Kano","Warawa",15901.3464379048,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Kano","Wudil",9993360,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Kano","Wudil",6245.85,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Kano","Wudil",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Kano","Wudil",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Kano","Wudil",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Kano","Wudil",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Kano","Wudil",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
