"state","lga","intervention","standardised_intervention","full_name","value","currency"
"Nasarawa","Keffi","Public Sector Case Management","cm_public","CM RDT Kits Procurement",17003.8552562286,"USD"
"Nasarawa","Keffi","SMC","smc","SMC Campaign",63243652.7501016,"Naira"
"Nasarawa","Keffi","SMC","smc","SMC Campaign",39527.2829688135,"USD"
"Nasarawa","Keffi","SMC","smc","SMC SPAQ  Procurement",55768663.4405897,"Naira"
"Nasarawa","Keffi","SMC","smc","SMC SPAQ  Procurement",34855.4146503686,"USD"
"Nasarawa","Kokona","IPTp","iptp","IPTp SP Distribution",4416186.66800175,"Naira"
"Nasarawa","Kokona","IPTp","iptp","IPTp SP Distribution",2760.11666750109,"USD"
"Nasarawa","Kokona","IPTp","iptp","IPTp SP Procurement",17664746.672007,"Naira"
"Nasarawa","Kokona","IPTp","iptp","IPTp SP Procurement",11040.4666700044,"USD"
"Nasarawa","Kokona","ITN Campaign","itn_campaign","ITN Campaign Campaign",62332432.5164737,"Naira"
"Nasarawa","Kokona","ITN Campaign","itn_campaign","ITN Campaign Campaign",38957.7703227961,"USD"
"Nasarawa","Kokona","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",21346723.4645458,"Naira"
"Nasarawa","Kokona","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",13341.7021653411,"USD"
"Nasarawa","Kokona","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",596103931.880365,"Naira"
"Nasarawa","Kokona","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",372564.957425228,"USD"
"Nasarawa","Kokona","Malaria Vaccine","vacc","Malaria Vaccine Operational",8283428.03111571,"Naira"
"Nasarawa","Kokona","Malaria Vaccine","vacc","Malaria Vaccine Operational",5177.14251944732,"USD"
"Nasarawa","Kokona","Malaria Vaccine","vacc","Malaria Vaccine Procurement",141457755.100263,"Naira"
"Nasarawa","Kokona","Malaria Vaccine","vacc","Malaria Vaccine Procurement",88411.0969376644,"USD"
"Nasarawa","Kokona","Private Sector Case Management","cm_private","CM Private",164696221.900601,"Naira"
"Nasarawa","Kokona","Private Sector Case Management","cm_private","CM Private",102935.138687876,"USD"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM AL Distribution",13917347.8812995,"Naira"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM AL Distribution",8698.34242581219,"USD"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM AL Procurement",55669391.5251981,"Naira"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM AL Procurement",34793.3697032488,"USD"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",2213664.53622272,"Naira"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",1383.5403351392,"USD"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",8854658.14489088,"Naira"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",5534.1613405568,"USD"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM RAS Distribution",38844.4594735982,"Naira"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM RAS Distribution",24.2777871709989,"USD"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM RAS Prcurement",155377.837894393,"Naira"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM RAS Prcurement",97.1111486839956,"USD"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM RDT Kits Distribution",7977977.39127245,"Naira"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM RDT Kits Distribution",4986.23586954528,"USD"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM RDT Kits Procurement",31911909.5650898,"Naira"
"Nasarawa","Kokona","Public Sector Case Management","cm_public","CM RDT Kits Procurement",19944.9434781811,"USD"
"Nasarawa","Kokona","SMC","smc","SMC Campaign",74182652.1366345,"Naira"
"Nasarawa","Kokona","SMC","smc","SMC Campaign",46364.1575853966,"USD"
"Nasarawa","Kokona","SMC","smc","SMC SPAQ  Procurement",65414744.0927448,"Naira"
"Nasarawa","Kokona","SMC","smc","SMC SPAQ  Procurement",40884.2150579655,"USD"
"Nasarawa","Lafia","IPTp","iptp","IPTp SP Distribution",13421370.4920915,"Naira"
"Nasarawa","Lafia","IPTp","iptp","IPTp SP Distribution",8388.35655755719,"USD"
"Nasarawa","Lafia","IPTp","iptp","IPTp SP Procurement",53685481.9683662,"Naira"
"Nasarawa","Lafia","IPTp","iptp","IPTp SP Procurement",33553.4262302289,"USD"
"Nasarawa","Lafia","ITN Campaign","itn_campaign","ITN Campaign Campaign",189436437.671107,"Naira"
"Nasarawa","Lafia","ITN Campaign","itn_campaign","ITN Campaign Campaign",118397.773544442,"USD"
"Nasarawa","Lafia","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",64875492.3531189,"Naira"
"Nasarawa","Lafia","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",40547.1827206993,"USD"
"Nasarawa","Lafia","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",1811638031.41025,"Naira"
"Nasarawa","Lafia","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",1132273.76963141,"USD"
"Nasarawa","Lafia","Malaria Vaccine","vacc","Malaria Vaccine Operational",25174424.2053258,"Naira"
"Nasarawa","Lafia","Malaria Vaccine","vacc","Malaria Vaccine Operational",15734.0151283286,"USD"
"Nasarawa","Lafia","Malaria Vaccine","vacc","Malaria Vaccine Procurement",429908670.739964,"Naira"
"Nasarawa","Lafia","Malaria Vaccine","vacc","Malaria Vaccine Procurement",268692.919212478,"USD"
"Nasarawa","Lafia","Private Sector Case Management","cm_private","CM Private",500533419.203467,"Naira"
"Nasarawa","Lafia","Private Sector Case Management","cm_private","CM Private",312833.387002167,"USD"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM AL Distribution",42296645.5507112,"Naira"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM AL Distribution",26435.4034691945,"USD"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM AL Procurement",169186582.202845,"Naira"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM AL Procurement",105741.613876778,"USD"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",6727616.86029286,"Naira"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",4204.76053768304,"USD"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",26910467.4411714,"Naira"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",16819.0421507321,"USD"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM RAS Distribution",118053.407012366,"Naira"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM RAS Distribution",73.7833793827288,"USD"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM RAS Prcurement",472213.628049465,"Naira"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM RAS Prcurement",295.133517530916,"USD"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM RDT Kits Distribution",24246119.649251,"Naira"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM RDT Kits Distribution",15153.8247807819,"USD"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM RDT Kits Procurement",96984478.597004,"Naira"
"Nasarawa","Lafia","Public Sector Case Management","cm_public","CM RDT Kits Procurement",60615.2991231275,"USD"
"Nasarawa","Lafia","SMC","smc","SMC Campaign",225450809.320572,"Naira"
"Nasarawa","Lafia","SMC","smc","SMC Campaign",140906.755825357,"USD"
"Nasarawa","Lafia","SMC","smc","SMC SPAQ  Procurement",198803986.814113,"Naira"
"Nasarawa","Lafia","SMC","smc","SMC SPAQ  Procurement",124252.491758821,"USD"
"Nasarawa","Nasarawa","IPTp","iptp","IPTp SP Distribution",6037179.96338179,"Naira"
"Nasarawa","Nasarawa","IPTp","iptp","IPTp SP Distribution",3773.23747711362,"USD"
"Nasarawa","Nasarawa","IPTp","iptp","IPTp SP Procurement",24148719.8535271,"Naira"
"Nasarawa","Nasarawa","IPTp","iptp","IPTp SP Procurement",15092.9499084544,"USD"
"Nasarawa","Nasarawa","ITN Campaign","itn_campaign","ITN Campaign Campaign",85212003.2388888,"Naira"
"Nasarawa","Nasarawa","ITN Campaign","itn_campaign","ITN Campaign Campaign",53257.5020243055,"USD"
"Nasarawa","Nasarawa","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",29182192.8900304,"Naira"
"Nasarawa","Nasarawa","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",18238.870556269,"USD"
"Nasarawa","Nasarawa","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",814908196.638716,"Naira"
"Nasarawa","Nasarawa","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",509317.622899198,"USD"
"Nasarawa","Nasarawa","Malaria Vaccine","vacc","Malaria Vaccine Operational",11323920.2726444,"Naira"
"Nasarawa","Nasarawa","Malaria Vaccine","vacc","Malaria Vaccine Operational",7077.45017040275,"USD"
"Nasarawa","Nasarawa","Malaria Vaccine","vacc","Malaria Vaccine Procurement",193380848.446495,"Naira"
"Nasarawa","Nasarawa","Malaria Vaccine","vacc","Malaria Vaccine Procurement",120863.030279059,"USD"
"Nasarawa","Nasarawa","Private Sector Case Management","cm_private","CM Private",225149162.762382,"Naira"
"Nasarawa","Nasarawa","Private Sector Case Management","cm_private","CM Private",140718.226726489,"USD"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM AL Distribution",19025811.2006877,"Naira"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM AL Distribution",11891.1320004298,"USD"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM AL Procurement",76103244.8027509,"Naira"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM AL Procurement",47564.5280017193,"USD"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",3026206.13403096,"Naira"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",1891.37883376935,"USD"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",12104824.5361238,"Naira"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",7565.51533507737,"USD"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM RAS Distribution",53102.5996073927,"Naira"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM RAS Distribution",33.1891247546204,"USD"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM RAS Prcurement",212410.398429571,"Naira"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM RAS Prcurement",132.756499018482,"USD"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM RDT Kits Distribution",10906351.7635899,"Naira"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM RDT Kits Distribution",6816.46985224369,"USD"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM RDT Kits Procurement",43625407.0543594,"Naira"
"Nasarawa","Nasarawa","Public Sector Case Management","cm_public","CM RDT Kits Procurement",27265.8794089746,"USD"
"Nasarawa","Nasarawa","SMC","smc","SMC Campaign",101411931.781511,"Naira"
"Nasarawa","Nasarawa","SMC","smc","SMC Campaign",63382.4573634444,"USD"
"Nasarawa","Nasarawa","SMC","smc","SMC SPAQ  Procurement",89425699.5991432,"Naira"
"Nasarawa","Nasarawa","SMC","smc","SMC SPAQ  Procurement",55891.0622494645,"USD"
"Nasarawa","Nasarawa Eggon","IPTp","iptp","IPTp SP Distribution",7616191.04979171,"Naira"
"Nasarawa","Nasarawa Eggon","IPTp","iptp","IPTp SP Distribution",4760.11940611982,"USD"
"Nasarawa","Nasarawa Eggon","IPTp","iptp","IPTp SP Procurement",30464764.1991668,"Naira"
"Nasarawa","Nasarawa Eggon","IPTp","iptp","IPTp SP Procurement",19040.4776244793,"USD"
"Nasarawa","Nasarawa Eggon","ITN Campaign","itn_campaign","ITN Campaign Campaign",107499014.496714,"Naira"
"Nasarawa","Nasarawa Eggon","ITN Campaign","itn_campaign","ITN Campaign Campaign",67186.8840604462,"USD"
"Nasarawa","Nasarawa Eggon","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",36814730.9920251,"Naira"
"Nasarawa","Nasarawa Eggon","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",23009.2068700157,"USD"
"Nasarawa","Nasarawa Eggon","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",1028045635.75823,"Naira"
"Nasarawa","Nasarawa Eggon","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",642528.522348894,"USD"
"Nasarawa","Nasarawa Eggon","Malaria Vaccine","vacc","Malaria Vaccine Operational",14285666.6112629,"Naira"
"Nasarawa","Nasarawa Eggon","Malaria Vaccine","vacc","Malaria Vaccine Operational",8928.54163203931,"USD"
"Nasarawa","Nasarawa Eggon","Malaria Vaccine","vacc","Malaria Vaccine Procurement",243959182.279254,"Naira"
"Nasarawa","Nasarawa Eggon","Malaria Vaccine","vacc","Malaria Vaccine Procurement",152474.488924534,"USD"
"Nasarawa","Nasarawa Eggon","Private Sector Case Management","cm_private","CM Private",284036429.044662,"Naira"
"Nasarawa","Nasarawa Eggon","Private Sector Case Management","cm_private","CM Private",177522.768152914,"USD"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM AL Distribution",24001970.1020367,"Naira"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM AL Distribution",15001.2313137729,"USD"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM AL Procurement",96007880.4081467,"Naira"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM AL Procurement",60004.9252550917,"USD"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",3817703.66506032,"Naira"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",2386.0647906627,"USD"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",15270814.6602413,"Naira"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",9544.25916265081,"USD"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM RAS Distribution",66991.467258489,"Naira"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM RAS Distribution",41.8696670365556,"USD"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM RAS Prcurement",267965.869033956,"Naira"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM RAS Prcurement",167.478668146223,"USD"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM RDT Kits Distribution",13758883.9808584,"Naira"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM RDT Kits Distribution",8599.3024880365,"USD"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM RDT Kits Procurement",55035535.9234337,"Naira"
"Nasarawa","Nasarawa Eggon","Public Sector Case Management","cm_public","CM RDT Kits Procurement",34397.2099521461,"USD"
"Nasarawa","Nasarawa Eggon","SMC","smc","SMC Campaign",127935998.572383,"Naira"
"Nasarawa","Nasarawa Eggon","SMC","smc","SMC Campaign",79959.9991077394,"USD"
"Nasarawa","Nasarawa Eggon","SMC","smc","SMC SPAQ  Procurement",112814793.834113,"Naira"
"Nasarawa","Nasarawa Eggon","SMC","smc","SMC SPAQ  Procurement",70509.2461463206,"USD"
"Nasarawa","Obi","IPTp","iptp","IPTp SP Distribution",6060449.17222956,"Naira"
"Nasarawa","Obi","IPTp","iptp","IPTp SP Distribution",3787.78073264347,"USD"
"Nasarawa","Obi","IPTp","iptp","IPTp SP Procurement",24241796.6889183,"Naira"
"Nasarawa","Obi","IPTp","iptp","IPTp SP Procurement",15151.1229305739,"USD"
"Nasarawa","Obi","ITN Campaign","itn_campaign","ITN Campaign Campaign",85540437.3607355,"Naira"
"Nasarawa","Obi","ITN Campaign","itn_campaign","ITN Campaign Campaign",53462.7733504597,"USD"
"Nasarawa","Obi","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",29294670.3290189,"Naira"
"Nasarawa","Obi","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",18309.1689556368,"USD"
"Nasarawa","Obi","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",818049111.624582,"Naira"
"Nasarawa","Obi","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",511280.694765364,"USD"
"Nasarawa","Obi","Malaria Vaccine","vacc","Malaria Vaccine Operational",11367566.2575906,"Naira"
"Nasarawa","Obi","Malaria Vaccine","vacc","Malaria Vaccine Operational",7104.72891099412,"USD"
"Nasarawa","Obi","Malaria Vaccine","vacc","Malaria Vaccine Procurement",194126199.649698,"Naira"
"Nasarawa","Obi","Malaria Vaccine","vacc","Malaria Vaccine Procurement",121328.874781061,"USD"
"Nasarawa","Obi","Private Sector Case Management","cm_private","CM Private",226016959.137841,"Naira"
"Nasarawa","Obi","Private Sector Case Management","cm_private","CM Private",141260.599461151,"USD"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM AL Distribution",19099142.7192133,"Naira"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM AL Distribution",11936.9641995083,"USD"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM AL Procurement",76396570.8768533,"Naira"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM AL Procurement",47747.8567980333,"USD"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",3037870.09352468,"Naira"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",1898.66880845293,"USD"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",12151480.3740987,"Naira"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",7594.67523381169,"USD"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM RAS Distribution",53307.2738904386,"Naira"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM RAS Distribution",33.3170461815241,"USD"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM RAS Prcurement",213229.095561754,"Naira"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM RAS Prcurement",133.268184726096,"USD"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM RDT Kits Distribution",10948388.3068921,"Naira"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM RDT Kits Distribution",6842.74269180756,"USD"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM RDT Kits Procurement",43793553.2275685,"Naira"
"Nasarawa","Obi","Public Sector Case Management","cm_public","CM RDT Kits Procurement",27370.9707672303,"USD"
"Nasarawa","Obi","SMC","smc","SMC Campaign",101802805.572684,"Naira"
"Nasarawa","Obi","SMC","smc","SMC Campaign",63626.7534829275,"USD"
"Nasarawa","Obi","SMC","smc","SMC SPAQ  Procurement",89770374.6449348,"Naira"
"Nasarawa","Obi","SMC","smc","SMC SPAQ  Procurement",56106.4841530843,"USD"
"Nasarawa","Toto","IPTp","iptp","IPTp SP Distribution",4843046.47296631,"Naira"
"Nasarawa","Toto","IPTp","iptp","IPTp SP Distribution",3026.90404560394,"USD"
"Nasarawa","Toto","IPTp","iptp","IPTp SP Procurement",19372185.8918652,"Naira"
"Nasarawa","Toto","IPTp","iptp","IPTp SP Procurement",12107.6161824158,"USD"
"Nasarawa","Toto","ITN Campaign","itn_campaign","ITN Campaign Campaign",68357361.2586702,"Naira"
"Nasarawa","Toto","ITN Campaign","itn_campaign","ITN Campaign Campaign",42723.3507866689,"USD"
"Nasarawa","Toto","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",23410055.225572,"Naira"
"Nasarawa","Toto","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",14631.2845159825,"USD"
"Nasarawa","Toto","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",653722150.318627,"Naira"
"Nasarawa","Toto","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",408576.343949142,"USD"
"Nasarawa","Toto","Malaria Vaccine","vacc","Malaria Vaccine Operational",9084087.68153757,"Naira"
"Nasarawa","Toto","Malaria Vaccine","vacc","Malaria Vaccine Operational",5677.55480096098,"USD"
"Nasarawa","Toto","Malaria Vaccine","vacc","Malaria Vaccine Procurement",155130779.882104,"Naira"
"Nasarawa","Toto","Malaria Vaccine","vacc","Malaria Vaccine Procurement",96956.737426315,"USD"
"Nasarawa","Toto","Private Sector Case Management","cm_private","CM Private",180615430.585387,"Naira"
"Nasarawa","Toto","Private Sector Case Management","cm_private","CM Private",112884.644115867,"USD"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM AL Distribution",15262570.999987,"Naira"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM AL Distribution",9539.10687499188,"USD"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM AL Procurement",61050283.9999481,"Naira"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM AL Procurement",38156.4274999676,"USD"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",2427632.94001226,"Naira"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",1517.27058750766,"USD"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",9710531.76004905,"Naira"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",6069.08235003066,"USD"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM RAS Distribution",42599.0875365365,"Naira"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM RAS Distribution",26.6244297103353,"USD"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM RAS Prcurement",170396.350146146,"Naira"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM RAS Prcurement",106.497718841341,"USD"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM RDT Kits Distribution",8749112.79139609,"Naira"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM RDT Kits Distribution",5468.19549462256,"USD"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM RDT Kits Procurement",34996451.1655843,"Naira"
"Nasarawa","Toto","Public Sector Case Management","cm_public","CM RDT Kits Procurement",21872.7819784902,"USD"
"Nasarawa","Toto","SMC","smc","SMC Campaign",81352999.4981344,"Naira"
"Nasarawa","Toto","SMC","smc","SMC Campaign",50845.624686334,"USD"
"Nasarawa","Toto","SMC","smc","SMC SPAQ  Procurement",71737602.9310172,"Naira"
"Nasarawa","Toto","SMC","smc","SMC SPAQ  Procurement",44836.0018318858,"USD"
"Nasarawa","Wamba","IPTp","iptp","IPTp SP Distribution",2956938.7823748,"Naira"
"Nasarawa","Wamba","IPTp","iptp","IPTp SP Distribution",1848.08673898425,"USD"
"Nasarawa","Wamba","IPTp","iptp","IPTp SP Procurement",11827755.1294992,"Naira"
"Nasarawa","Wamba","IPTp","iptp","IPTp SP Procurement",7392.346955937,"USD"
"Nasarawa","Wamba","ITN Campaign","itn_campaign","ITN Campaign Campaign",41735823.4522092,"Naira"
"Nasarawa","Wamba","ITN Campaign","itn_campaign","ITN Campaign Campaign",26084.8896576307,"USD"
"Nasarawa","Wamba","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",14293090.2233593,"Naira"
"Nasarawa","Wamba","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",8933.18138959956,"USD"
"Nasarawa","Wamba","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",399132320.939849,"Naira"
"Nasarawa","Wamba","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",249457.700587406,"USD"
"Nasarawa","Wamba","Malaria Vaccine","vacc","Malaria Vaccine Operational",5546321.16746539,"Naira"
"Nasarawa","Wamba","Malaria Vaccine","vacc","Malaria Vaccine Operational",3466.45072966587,"USD"
"Nasarawa","Wamba","Malaria Vaccine","vacc","Malaria Vaccine Procurement",94715634.4532216,"Naira"
"Nasarawa","Wamba","Malaria Vaccine","vacc","Malaria Vaccine Procurement",59197.2715332635,"USD"
"Nasarawa","Wamba","Private Sector Case Management","cm_private","CM Private",110275376.124182,"Naira"
"Nasarawa","Wamba","Private Sector Case Management","cm_private","CM Private",68922.1100776137,"USD"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM AL Distribution",9318615.53683763,"Naira"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM AL Distribution",5824.13471052352,"USD"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM AL Procurement",37274462.1473505,"Naira"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM AL Procurement",23296.5388420941,"USD"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",1482199.69181839,"Naira"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",926.374807386494,"USD"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",5928798.76727356,"Naira"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",3705.49922954598,"USD"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM RAS Distribution",26009.0203002766,"Naira"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM RAS Distribution",16.2556376876729,"USD"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM RAS Prcurement",104036.081201106,"Naira"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM RAS Prcurement",65.0225507506913,"USD"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM RDT Kits Distribution",5341801.08918201,"Naira"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM RDT Kits Distribution",3338.62568073876,"USD"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM RDT Kits Procurement",21367204.356728,"Naira"
"Nasarawa","Wamba","Public Sector Case Management","cm_public","CM RDT Kits Procurement",13354.502722955,"USD"
"Nasarawa","Wamba","SMC","smc","SMC Campaign",49670355.3478836,"Naira"
"Nasarawa","Wamba","SMC","smc","SMC Campaign",31043.9720924272,"USD"
"Nasarawa","Wamba","SMC","smc","SMC SPAQ  Procurement",43799641.7018491,"Naira"
"Nasarawa","Wamba","SMC","smc","SMC SPAQ  Procurement",27374.7760636557,"USD"
"Niger","Agaie","IPTp","iptp","IPTp SP Distribution",4656301.96476372,"Naira"
"Niger","Agaie","IPTp","iptp","IPTp SP Distribution",2910.18872797732,"USD"
"Niger","Agaie","IPTp","iptp","IPTp SP Procurement",18625207.8590549,"Naira"
"Niger","Agaie","IPTp","iptp","IPTp SP Procurement",11640.7549119093,"USD"
"Niger","Agaie","ITN Campaign","itn_campaign","ITN Campaign Campaign",81193770.1746576,"Naira"
"Niger","Agaie","ITN Campaign","itn_campaign","ITN Campaign Campaign",50746.106359161,"USD"
"Niger","Agaie","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",27806085.6762527,"Naira"
"Niger","Agaie","ITN Campaign","itn_campaign","ITN Campaign Net Distribution Procurement",17378.8035476579,"USD"
"Niger","Agaie","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",776480616.772217,"Naira"
"Niger","Agaie","ITN Campaign","itn_campaign","ITN Campaign Net Procurement",485300.385482636,"USD"
"Niger","Agaie","Malaria Vaccine","vacc","Malaria Vaccine Operational",10789932.3347277,"Naira"
