"intervention","full_name","state","value","currency"
"PMC","PMC Distribution","Taraba",17441017.9341533,"Naira"
"PMC","PMC Distribution","Taraba",10900.6362088458,"USD"
"PMC","PMC SP Procurement","Abia",1435461280.24225,"Naira"
"PMC","PMC SP Procurement","Abia",897163.300151405,"USD"
"PMC","PMC SP Procurement","Akwa Ibom",2194728925.98658,"Naira"
"PMC","PMC SP Procurement","Akwa Ibom",1371705.57874161,"USD"
"PMC","PMC SP Procurement","Bayelsa",890621972.384401,"Naira"
"PMC","PMC SP Procurement","Bayelsa",556638.732740251,"USD"
"PMC","PMC SP Procurement","Benue",1568860977.52809,"Naira"
"PMC","PMC SP Procurement","Benue",980538.110955057,"USD"
"PMC","PMC SP Procurement","Cross River",1492200713.47053,"Naira"
"PMC","PMC SP Procurement","Cross River",932625.44591908,"USD"
"PMC","PMC SP Procurement","Delta",2254258814.61889,"Naira"
"PMC","PMC SP Procurement","Delta",1408911.7591368,"USD"
"PMC","PMC SP Procurement","Ebonyi",1108441253.4421,"Naira"
"PMC","PMC SP Procurement","Ebonyi",692775.78340131,"USD"
"PMC","PMC SP Procurement","Edo",1634214105.51408,"Naira"
"PMC","PMC SP Procurement","Edo",1021383.8159463,"USD"
"PMC","PMC SP Procurement","Ekiti",1288628842.65246,"Naira"
"PMC","PMC SP Procurement","Ekiti",805393.026657786,"USD"
"PMC","PMC SP Procurement","Enugu",1720117399.97535,"Naira"
"PMC","PMC SP Procurement","Enugu",1075073.37498459,"USD"
"PMC","PMC SP Procurement","Imo",2141057005.64266,"Naira"
"PMC","PMC SP Procurement","Imo",1338160.62852666,"USD"
"PMC","PMC SP Procurement","Kogi",869575642.373723,"Naira"
"PMC","PMC SP Procurement","Kogi",543484.776483577,"USD"
"PMC","PMC SP Procurement","Kwara",232465180.640673,"Naira"
"PMC","PMC SP Procurement","Kwara",145290.737900421,"USD"
"PMC","PMC SP Procurement","Lagos",3542875179.58495,"Naira"
"PMC","PMC SP Procurement","Lagos",2214296.98724059,"USD"
"PMC","PMC SP Procurement","Ogun",2090540455.98714,"Naira"
"PMC","PMC SP Procurement","Ogun",1306587.78499196,"USD"
"PMC","PMC SP Procurement","Ondo",1825092812.59226,"Naira"
"PMC","PMC SP Procurement","Ondo",1140683.00787016,"USD"
"PMC","PMC SP Procurement","Osun",1869579703.26144,"Naira"
"PMC","PMC SP Procurement","Osun",1168487.3145384,"USD"
"PMC","PMC SP Procurement","Oyo",2761338748.83529,"Naira"
"PMC","PMC SP Procurement","Oyo",1725836.71802206,"USD"
"PMC","PMC SP Procurement","Rivers",2951037656.71084,"Naira"
"PMC","PMC SP Procurement","Rivers",1844398.53544427,"USD"
"PMC","PMC SP Procurement","Taraba",503418212.45978,"Naira"
"PMC","PMC SP Procurement","Taraba",314636.382787363,"USD"
"Private Sector Case Management","CM Private","Abia",6688632244.09916,"Naira"
"Private Sector Case Management","CM Private","Abia",4180395.15256197,"USD"
"Private Sector Case Management","CM Private","Adamawa",6098783324.30682,"Naira"
"Private Sector Case Management","CM Private","Adamawa",3811739.57769176,"USD"
"Private Sector Case Management","CM Private","Akwa Ibom",8847269536.20803,"Naira"
"Private Sector Case Management","CM Private","Akwa Ibom",5529543.46013002,"USD"
"Private Sector Case Management","CM Private","Anambra",12401915211.4359,"Naira"
"Private Sector Case Management","CM Private","Anambra",7751197.00714742,"USD"
"Private Sector Case Management","CM Private","Bauchi",14879514005.162,"Naira"
"Private Sector Case Management","CM Private","Bauchi",9299696.25322626,"USD"
"Private Sector Case Management","CM Private","Bayelsa",4857524397.43846,"Naira"
"Private Sector Case Management","CM Private","Bayelsa",3035952.74839904,"USD"
"Private Sector Case Management","CM Private","Benue",9431931533.11192,"Naira"
"Private Sector Case Management","CM Private","Benue",5894957.20819495,"USD"
"Private Sector Case Management","CM Private","Borno",11693434636.5562,"Naira"
"Private Sector Case Management","CM Private","Borno",7308396.64784762,"USD"
"Private Sector Case Management","CM Private","Cross River",7289446469.86552,"Naira"
"Private Sector Case Management","CM Private","Cross River",4555904.04366595,"USD"
"Private Sector Case Management","CM Private","Delta",8956931986.36854,"Naira"
"Private Sector Case Management","CM Private","Delta",5598082.49148034,"USD"
"Private Sector Case Management","CM Private","Ebonyi",4995611060.41929,"Naira"
"Private Sector Case Management","CM Private","Ebonyi",3122256.91276206,"USD"
"Private Sector Case Management","CM Private","Edo",7176673307.57074,"Naira"
"Private Sector Case Management","CM Private","Edo",4485420.81723172,"USD"
"Private Sector Case Management","CM Private","Ekiti",4450233868.89765,"Naira"
"Private Sector Case Management","CM Private","Ekiti",2781396.16806103,"USD"
"Private Sector Case Management","CM Private","Enugu",7682309558.47148,"Naira"
"Private Sector Case Management","CM Private","Enugu",4801443.47404467,"USD"
"Private Sector Case Management","CM Private","Federal Capital Territory",8165035188.42387,"Naira"
"Private Sector Case Management","CM Private","Federal Capital Territory",5103146.99276492,"USD"
"Private Sector Case Management","CM Private","Gombe",8419919685.24768,"Naira"
"Private Sector Case Management","CM Private","Gombe",5262449.8032798,"USD"
"Private Sector Case Management","CM Private","Imo",6261774465.4086,"Naira"
"Private Sector Case Management","CM Private","Imo",3913609.04088038,"USD"
"Private Sector Case Management","CM Private","Jigawa",11190058614.5181,"Naira"
"Private Sector Case Management","CM Private","Jigawa",6993786.63407382,"USD"
"Private Sector Case Management","CM Private","Kaduna",14568795515.0993,"Naira"
"Private Sector Case Management","CM Private","Kaduna",9105497.19693708,"USD"
"Private Sector Case Management","CM Private","Kano",26432232150.326,"Naira"
"Private Sector Case Management","CM Private","Kano",16520145.0939537,"USD"
"Private Sector Case Management","CM Private","Katsina",19037056138.9022,"Naira"
"Private Sector Case Management","CM Private","Katsina",11898160.0868139,"USD"
"Private Sector Case Management","CM Private","Kebbi",6010615515.51222,"Naira"
"Private Sector Case Management","CM Private","Kebbi",3756634.69719514,"USD"
"Private Sector Case Management","CM Private","Kogi",8247108597.82504,"Naira"
"Private Sector Case Management","CM Private","Kogi",5154442.87364065,"USD"
"Private Sector Case Management","CM Private","Kwara",4150223719.1618,"Naira"
"Private Sector Case Management","CM Private","Kwara",2593889.82447613,"USD"
"Private Sector Case Management","CM Private","Lagos",18646545704.8809,"Naira"
"Private Sector Case Management","CM Private","Lagos",11654091.0655506,"USD"
"Private Sector Case Management","CM Private","Nasarawa",2836081442.25096,"Naira"
"Private Sector Case Management","CM Private","Nasarawa",1772550.90140685,"USD"
"Private Sector Case Management","CM Private","Niger",8167301150.09806,"Naira"
"Private Sector Case Management","CM Private","Niger",5104563.21881129,"USD"
"Private Sector Case Management","CM Private","Ogun",9014697717.11311,"Naira"
"Private Sector Case Management","CM Private","Ogun",5634186.07319569,"USD"
"Private Sector Case Management","CM Private","Ondo",7037361367.75574,"Naira"
"Private Sector Case Management","CM Private","Ondo",4398350.85484734,"USD"
"Private Sector Case Management","CM Private","Osun",7829558517.17616,"Naira"
"Private Sector Case Management","CM Private","Osun",4893474.0732351,"USD"
"Private Sector Case Management","CM Private","Oyo",15079548847.6761,"Naira"
"Private Sector Case Management","CM Private","Oyo",9424718.02979759,"USD"
"Private Sector Case Management","CM Private","Plateau",4699896524.30684,"Naira"
"Private Sector Case Management","CM Private","Plateau",2937435.32769177,"USD"
"Private Sector Case Management","CM Private","Rivers",17667383287.211,"Naira"
"Private Sector Case Management","CM Private","Rivers",11042114.5545069,"USD"
"Private Sector Case Management","CM Private","Sokoto",9502632371.40137,"Naira"
"Private Sector Case Management","CM Private","Sokoto",5939145.23212586,"USD"
"Private Sector Case Management","CM Private","Taraba",4580625793.57859,"Naira"
"Private Sector Case Management","CM Private","Taraba",2862891.12098662,"USD"
"Private Sector Case Management","CM Private","Yobe",8583503249.95824,"Naira"
"Private Sector Case Management","CM Private","Yobe",5364689.5312239,"USD"
"Private Sector Case Management","CM Private","Zamfara",5219433035.04593,"Naira"
"Private Sector Case Management","CM Private","Zamfara",3262145.64690371,"USD"
"Public Sector Case Management","CM AL Distribution","Abia",765954977.320073,"Naira"
"Public Sector Case Management","CM AL Distribution","Abia",478721.860825046,"USD"
"Public Sector Case Management","CM AL Distribution","Adamawa",584337602.363888,"Naira"
"Public Sector Case Management","CM AL Distribution","Adamawa",365211.00147743,"USD"
"Public Sector Case Management","CM AL Distribution","Akwa Ibom",795684068.966628,"Naira"
"Public Sector Case Management","CM AL Distribution","Akwa Ibom",497302.543104142,"USD"
"Public Sector Case Management","CM AL Distribution","Anambra",1117538497.8861,"Naira"
"Public Sector Case Management","CM AL Distribution","Anambra",698461.561178812,"USD"
"Public Sector Case Management","CM AL Distribution","Bauchi",1430770438.50548,"Naira"
"Public Sector Case Management","CM AL Distribution","Bauchi",894231.524065924,"USD"
"Public Sector Case Management","CM AL Distribution","Bayelsa",432625144.448817,"Naira"
"Public Sector Case Management","CM AL Distribution","Bayelsa",270390.715280511,"USD"
"Public Sector Case Management","CM AL Distribution","Benue",838226089.738239,"Naira"
"Public Sector Case Management","CM AL Distribution","Benue",523891.306086399,"USD"
"Public Sector Case Management","CM AL Distribution","Borno",1324649137.22575,"Naira"
"Public Sector Case Management","CM AL Distribution","Borno",827905.710766095,"USD"
"Public Sector Case Management","CM AL Distribution","Cross River",676369183.593152,"Naira"
"Public Sector Case Management","CM AL Distribution","Cross River",422730.73974572,"USD"
"Public Sector Case Management","CM AL Distribution","Delta",864496028.821075,"Naira"
"Public Sector Case Management","CM AL Distribution","Delta",540310.018013172,"USD"
"Public Sector Case Management","CM AL Distribution","Ebonyi",457731070.212265,"Naira"
"Public Sector Case Management","CM AL Distribution","Ebonyi",286081.918882666,"USD"
"Public Sector Case Management","CM AL Distribution","Edo",731026065.07795,"Naira"
"Public Sector Case Management","CM AL Distribution","Edo",456891.290673719,"USD"
"Public Sector Case Management","CM AL Distribution","Ekiti",494319916.958375,"Naira"
"Public Sector Case Management","CM AL Distribution","Ekiti",308949.948098984,"USD"
"Public Sector Case Management","CM AL Distribution","Enugu",879290980.94089,"Naira"
"Public Sector Case Management","CM AL Distribution","Enugu",549556.863088056,"USD"
"Public Sector Case Management","CM AL Distribution","Federal Capital Territory",916461132.469791,"Naira"
"Public Sector Case Management","CM AL Distribution","Federal Capital Territory",572788.20779362,"USD"
"Public Sector Case Management","CM AL Distribution","Gombe",811495173.385227,"Naira"
"Public Sector Case Management","CM AL Distribution","Gombe",507184.483365767,"USD"
"Public Sector Case Management","CM AL Distribution","Imo",638563341.990597,"Naira"
"Public Sector Case Management","CM AL Distribution","Imo",399102.088744123,"USD"
"Public Sector Case Management","CM AL Distribution","Jigawa",1113658680.4175,"Naira"
"Public Sector Case Management","CM AL Distribution","Jigawa",696036.675260937,"USD"
"Public Sector Case Management","CM AL Distribution","Kaduna",1305204809.19108,"Naira"
"Public Sector Case Management","CM AL Distribution","Kaduna",815753.005744426,"USD"
"Public Sector Case Management","CM AL Distribution","Kano",2455634834.43012,"Naira"
"Public Sector Case Management","CM AL Distribution","Kano",1534771.77151883,"USD"
"Public Sector Case Management","CM AL Distribution","Katsina",1560766292.40613,"Naira"
"Public Sector Case Management","CM AL Distribution","Katsina",975478.932753831,"USD"
"Public Sector Case Management","CM AL Distribution","Kebbi",540201687.781569,"Naira"
"Public Sector Case Management","CM AL Distribution","Kebbi",337626.054863481,"USD"
"Public Sector Case Management","CM AL Distribution","Kogi",794844882.365729,"Naira"
"Public Sector Case Management","CM AL Distribution","Kogi",496778.05147858,"USD"
"Public Sector Case Management","CM AL Distribution","Kwara",370844115.466193,"Naira"
"Public Sector Case Management","CM AL Distribution","Kwara",231777.572166371,"USD"
"Public Sector Case Management","CM AL Distribution","Lagos",2244751240.96994,"Naira"
"Public Sector Case Management","CM AL Distribution","Lagos",1402969.52560621,"USD"
"Public Sector Case Management","CM AL Distribution","Nasarawa",239657786.900091,"Naira"
"Public Sector Case Management","CM AL Distribution","Nasarawa",149786.116812557,"USD"
"Public Sector Case Management","CM AL Distribution","Niger",746724276.799158,"Naira"
"Public Sector Case Management","CM AL Distribution","Niger",466702.672999474,"USD"
"Public Sector Case Management","CM AL Distribution","Ogun",838638427.947375,"Naira"
"Public Sector Case Management","CM AL Distribution","Ogun",524149.01746711,"USD"
"Public Sector Case Management","CM AL Distribution","Ondo",665846630.902948,"Naira"
"Public Sector Case Management","CM AL Distribution","Ondo",416154.144314342,"USD"
"Public Sector Case Management","CM AL Distribution","Osun",716405412.898515,"Naira"
"Public Sector Case Management","CM AL Distribution","Osun",447753.383061572,"USD"
"Public Sector Case Management","CM AL Distribution","Oyo",1531143161.90558,"Naira"
"Public Sector Case Management","CM AL Distribution","Oyo",956964.476190989,"USD"
"Public Sector Case Management","CM AL Distribution","Plateau",438598715.180383,"Naira"
"Public Sector Case Management","CM AL Distribution","Plateau",274124.196987739,"USD"
"Public Sector Case Management","CM AL Distribution","Rivers",1920008613.7896,"Naira"
"Public Sector Case Management","CM AL Distribution","Rivers",1200005.3836185,"USD"
"Public Sector Case Management","CM AL Distribution","Sokoto",945189331.979721,"Naira"
"Public Sector Case Management","CM AL Distribution","Sokoto",590743.332487325,"USD"
"Public Sector Case Management","CM AL Distribution","Taraba",457142745.976596,"Naira"
"Public Sector Case Management","CM AL Distribution","Taraba",285714.216235373,"USD"
"Public Sector Case Management","CM AL Distribution","Yobe",829244459.056695,"Naira"
"Public Sector Case Management","CM AL Distribution","Yobe",518277.786910434,"USD"
"Public Sector Case Management","CM AL Distribution","Zamfara",469283653.875821,"Naira"
"Public Sector Case Management","CM AL Distribution","Zamfara",293302.283672388,"USD"
"Public Sector Case Management","CM AL Procurement","Abia",3063819909.28029,"Naira"
"Public Sector Case Management","CM AL Procurement","Abia",1914887.44330018,"USD"
"Public Sector Case Management","CM AL Procurement","Adamawa",2337350409.45555,"Naira"
"Public Sector Case Management","CM AL Procurement","Adamawa",1460844.00590972,"USD"
"Public Sector Case Management","CM AL Procurement","Akwa Ibom",3182736275.86651,"Naira"
"Public Sector Case Management","CM AL Procurement","Akwa Ibom",1989210.17241657,"USD"
"Public Sector Case Management","CM AL Procurement","Anambra",4470153991.5444,"Naira"
"Public Sector Case Management","CM AL Procurement","Anambra",2793846.24471525,"USD"
"Public Sector Case Management","CM AL Procurement","Bauchi",5723081754.02192,"Naira"
"Public Sector Case Management","CM AL Procurement","Bauchi",3576926.0962637,"USD"
"Public Sector Case Management","CM AL Procurement","Bayelsa",1730500577.79527,"Naira"
"Public Sector Case Management","CM AL Procurement","Bayelsa",1081562.86112204,"USD"
"Public Sector Case Management","CM AL Procurement","Benue",3352904358.95296,"Naira"
"Public Sector Case Management","CM AL Procurement","Benue",2095565.2243456,"USD"
"Public Sector Case Management","CM AL Procurement","Borno",5298596548.90301,"Naira"
"Public Sector Case Management","CM AL Procurement","Borno",3311622.84306438,"USD"
"Public Sector Case Management","CM AL Procurement","Cross River",2705476734.37261,"Naira"
"Public Sector Case Management","CM AL Procurement","Cross River",1690922.95898288,"USD"
"Public Sector Case Management","CM AL Procurement","Delta",3457984115.2843,"Naira"
"Public Sector Case Management","CM AL Procurement","Delta",2161240.07205269,"USD"
"Public Sector Case Management","CM AL Procurement","Ebonyi",1830924280.84906,"Naira"
"Public Sector Case Management","CM AL Procurement","Ebonyi",1144327.67553066,"USD"
"Public Sector Case Management","CM AL Procurement","Edo",2924104260.3118,"Naira"
"Public Sector Case Management","CM AL Procurement","Edo",1827565.16269487,"USD"
"Public Sector Case Management","CM AL Procurement","Ekiti",1977279667.8335,"Naira"
"Public Sector Case Management","CM AL Procurement","Ekiti",1235799.79239594,"USD"
"Public Sector Case Management","CM AL Procurement","Enugu",3517163923.76356,"Naira"
"Public Sector Case Management","CM AL Procurement","Enugu",2198227.45235223,"USD"
"Public Sector Case Management","CM AL Procurement","Federal Capital Territory",3665844529.87916,"Naira"
"Public Sector Case Management","CM AL Procurement","Federal Capital Territory",2291152.83117447,"USD"
"Public Sector Case Management","CM AL Procurement","Gombe",3245980693.54091,"Naira"
"Public Sector Case Management","CM AL Procurement","Gombe",2028737.93346307,"USD"
"Public Sector Case Management","CM AL Procurement","Imo",2554253367.96238,"Naira"
"Public Sector Case Management","CM AL Procurement","Imo",1596408.35497649,"USD"
"Public Sector Case Management","CM AL Procurement","Jigawa",4454634721.67,"Naira"
"Public Sector Case Management","CM AL Procurement","Jigawa",2784146.70104375,"USD"
"Public Sector Case Management","CM AL Procurement","Kaduna",5220819236.76433,"Naira"
"Public Sector Case Management","CM AL Procurement","Kaduna",3263012.02297771,"USD"
"Public Sector Case Management","CM AL Procurement","Kano",9822539337.7205,"Naira"
"Public Sector Case Management","CM AL Procurement","Kano",6139087.08607531,"USD"
"Public Sector Case Management","CM AL Procurement","Katsina",6243065169.62452,"Naira"
"Public Sector Case Management","CM AL Procurement","Katsina",3901915.73101532,"USD"
"Public Sector Case Management","CM AL Procurement","Kebbi",2160806751.12628,"Naira"
"Public Sector Case Management","CM AL Procurement","Kebbi",1350504.21945392,"USD"
"Public Sector Case Management","CM AL Procurement","Kogi",3179379529.46291,"Naira"
"Public Sector Case Management","CM AL Procurement","Kogi",1987112.20591432,"USD"
"Public Sector Case Management","CM AL Procurement","Kwara",1483376461.86477,"Naira"
"Public Sector Case Management","CM AL Procurement","Kwara",927110.288665482,"USD"
"Public Sector Case Management","CM AL Procurement","Lagos",8979004963.87974,"Naira"
"Public Sector Case Management","CM AL Procurement","Lagos",5611878.10242484,"USD"
"Public Sector Case Management","CM AL Procurement","Nasarawa",958631147.600365,"Naira"
"Public Sector Case Management","CM AL Procurement","Nasarawa",599144.467250228,"USD"
"Public Sector Case Management","CM AL Procurement","Niger",2986897107.19663,"Naira"
"Public Sector Case Management","CM AL Procurement","Niger",1866810.6919979,"USD"
"Public Sector Case Management","CM AL Procurement","Ogun",3354553711.7895,"Naira"
"Public Sector Case Management","CM AL Procurement","Ogun",2096596.06986844,"USD"
"Public Sector Case Management","CM AL Procurement","Ondo",2663386523.61179,"Naira"
"Public Sector Case Management","CM AL Procurement","Ondo",1664616.57725737,"USD"
"Public Sector Case Management","CM AL Procurement","Osun",2865621651.59406,"Naira"
"Public Sector Case Management","CM AL Procurement","Osun",1791013.53224629,"USD"
"Public Sector Case Management","CM AL Procurement","Oyo",6124572647.62233,"Naira"
"Public Sector Case Management","CM AL Procurement","Oyo",3827857.90476396,"USD"
"Public Sector Case Management","CM AL Procurement","Plateau",1754394860.72153,"Naira"
"Public Sector Case Management","CM AL Procurement","Plateau",1096496.78795096,"USD"
"Public Sector Case Management","CM AL Procurement","Rivers",7680034455.1584,"Naira"
"Public Sector Case Management","CM AL Procurement","Rivers",4800021.534474,"USD"
"Public Sector Case Management","CM AL Procurement","Sokoto",3780757327.91888,"Naira"
"Public Sector Case Management","CM AL Procurement","Sokoto",2362973.3299493,"USD"
"Public Sector Case Management","CM AL Procurement","Taraba",1828570983.90639,"Naira"
"Public Sector Case Management","CM AL Procurement","Taraba",1142856.86494149,"USD"
"Public Sector Case Management","CM AL Procurement","Yobe",3316977836.22678,"Naira"
"Public Sector Case Management","CM AL Procurement","Yobe",2073111.14764174,"USD"
"Public Sector Case Management","CM AL Procurement","Zamfara",1877134615.50328,"Naira"
"Public Sector Case Management","CM AL Procurement","Zamfara",1173209.13468955,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Abia",121832536.637992,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Abia",76145.3353987452,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Adamawa",92944210.1211161,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Adamawa",58090.1313256975,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Akwa Ibom",126561457.562782,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Akwa Ibom",79100.9109767385,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Anambra",177754827.787162,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Anambra",111096.767366976,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Bauchi",227578213.129836,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Bauchi",142236.383206147,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Bayelsa",68812871.406518,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Bayelsa",43008.0446290737,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Benue",133327957.462253,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Benue",83329.9734139081,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Borno",210698303.610458,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Borno",131686.439756536,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Cross River",107582994.065248,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Cross River",67239.3712907799,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Delta",137506464.071689,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Delta",85941.5400448057,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Ebonyi",72805544.4272897,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Ebonyi",45503.4652670561,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Edo",116276541.727062,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Edo",72672.8385794138,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Ekiti",78626714.6817136,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Ekiti",49141.696676071,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Enugu",139859853.73406,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Enugu",87412.4085837874,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Federal Capital Territory",145772226.642806,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Federal Capital Territory",91107.6416517537,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Gombe",129075842.537038,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Gombe",80672.4015856489,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Imo",101569691.318842,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Imo",63481.0570742763,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Jigawa",177137985.92479,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Jigawa",110711.241202994,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Kaduna",207605483.62538,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Kaduna",129753.427265862,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Kano",390592603.71963,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Kano",244120.377324769,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Katsina",497231013.025801,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Katsina",310769.383141125,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Kebbi",85924423.9457971,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Kebbi",53702.7649661232,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Kogi",126427676.390534,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Kogi",79017.297744084,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Kwara",58986460.0057837,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Kwara",36866.5375036148,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Lagos",357049033.287063,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Lagos",223155.645804414,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Nasarawa",38119471.3400249,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Nasarawa",23824.6695875155,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Niger",118774074.254239,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Niger",74233.7964088993,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Ogun",133393734.118837,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Ogun",83371.083824273,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Ondo",105909213.207313,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Ondo",66193.2582545704,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Osun",113951442.03029,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Osun",71219.651268931,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Oyo",243543105.009593,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Oyo",152214.440630996,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Plateau",69763225.6206907,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Plateau",43602.0160129317,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Rivers",216704470.797842,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Rivers",135440.294248651,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Sokoto",150341775.777178,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Sokoto",93963.6098607365,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Taraba",72713103.7448799,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Taraba",45445.6898405499,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Yobe",131899407.783483,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Yobe",82437.129864677,"USD"
"Public Sector Case Management","CM IV Artesunate Distribution","Zamfara",74644438.6140374,"Naira"
"Public Sector Case Management","CM IV Artesunate Distribution","Zamfara",46652.7741337734,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Abia",487330146.551969,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Abia",304581.341594981,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Adamawa",371776840.484464,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Adamawa",232360.52530279,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Akwa Ibom",506245830.251127,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Akwa Ibom",316403.643906954,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Anambra",711019311.148648,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Anambra",444387.069467905,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Bauchi",910312852.519344,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Bauchi",568945.53282459,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Bayelsa",275251485.626072,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Bayelsa",172032.178516295,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Benue",533311829.849012,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Benue",333319.893655632,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Borno",842793214.441833,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Borno",526745.759026146,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Cross River",430331976.260991,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Cross River",268957.48516312,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Delta",550025856.286757,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Delta",343766.160179223,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Ebonyi",291222177.709159,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Ebonyi",182013.861068224,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Edo",465106166.908249,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Edo",290691.354317655,"USD"
"Public Sector Case Management","CM IV Artesunate Procurement","Ekiti",314506858.726855,"Naira"
"Public Sector Case Management","CM IV Artesunate Procurement","Ekiti",196566.786704284,"USD"
