"","state","lga","intervention","intervention_mix_to_show","intervention_summary","plan","plan_description"
"3247","Kebbi","Suru","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3248","Kebbi","Suru","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3249","Kebbi","Suru","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3250","Kebbi","Wasagu/Danko","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3251","Kebbi","Wasagu/Danko","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3252","Kebbi","Wasagu/Danko","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3253","Kebbi","Wasagu/Danko","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3254","Kebbi","Wasagu/Danko","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3255","Kebbi","Wasagu/Danko","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3256","Kebbi","Wasagu/Danko","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3257","Kebbi","Wasagu/Danko","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3258","Kebbi","Wasagu/Danko","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3259","Kebbi","Yauri","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3260","Kebbi","Yauri","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3261","Kebbi","Yauri","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3262","Kebbi","Yauri","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3263","Kebbi","Yauri","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3264","Kebbi","Yauri","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3265","Kebbi","Yauri","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3266","Kebbi","Yauri","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3267","Kebbi","Yauri","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3268","Kebbi","Zuru","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3269","Kebbi","Zuru","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3270","Kebbi","Zuru","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3271","Kebbi","Zuru","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3272","Kebbi","Zuru","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3273","Kebbi","Zuru","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3274","Kebbi","Zuru","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3275","Kebbi","Zuru","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3276","Kebbi","Zuru","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3277","Sokoto","Binji","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3278","Sokoto","Binji","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3279","Sokoto","Binji","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3280","Sokoto","Binji","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3281","Sokoto","Binji","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3282","Sokoto","Binji","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3283","Sokoto","Binji","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3284","Sokoto","Binji","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3285","Sokoto","Binji","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3286","Sokoto","Bodinga","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3287","Sokoto","Bodinga","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3288","Sokoto","Bodinga","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3289","Sokoto","Bodinga","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3290","Sokoto","Bodinga","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3291","Sokoto","Bodinga","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3292","Sokoto","Bodinga","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3293","Sokoto","Bodinga","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3294","Sokoto","Bodinga","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3295","Sokoto","Dange Shuni","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3296","Sokoto","Dange Shuni","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3297","Sokoto","Dange Shuni","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3298","Sokoto","Dange Shuni","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3299","Sokoto","Dange Shuni","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3300","Sokoto","Dange Shuni","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3301","Sokoto","Dange Shuni","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3302","Sokoto","Dange Shuni","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3303","Sokoto","Dange Shuni","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3304","Sokoto","Gada","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3305","Sokoto","Gada","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3306","Sokoto","Gada","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3307","Sokoto","Gada","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3308","Sokoto","Gada","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3309","Sokoto","Gada","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3310","Sokoto","Gada","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3311","Sokoto","Gada","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3312","Sokoto","Gada","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3313","Sokoto","Goronyo","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3314","Sokoto","Goronyo","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3315","Sokoto","Goronyo","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3316","Sokoto","Goronyo","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3317","Sokoto","Goronyo","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3318","Sokoto","Goronyo","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3319","Sokoto","Goronyo","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3320","Sokoto","Goronyo","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3321","Sokoto","Goronyo","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3322","Sokoto","Gudu","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3323","Sokoto","Gudu","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3324","Sokoto","Gudu","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3325","Sokoto","Gudu","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3326","Sokoto","Gudu","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3327","Sokoto","Gudu","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3328","Sokoto","Gudu","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3329","Sokoto","Gudu","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3330","Sokoto","Gudu","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3331","Sokoto","Gwadabawa","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3332","Sokoto","Gwadabawa","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3333","Sokoto","Gwadabawa","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3334","Sokoto","Gwadabawa","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3335","Sokoto","Gwadabawa","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3336","Sokoto","Gwadabawa","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3337","Sokoto","Gwadabawa","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3338","Sokoto","Gwadabawa","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3339","Sokoto","Gwadabawa","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3340","Sokoto","Illela","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3341","Sokoto","Illela","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3342","Sokoto","Illela","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3343","Sokoto","Illela","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3344","Sokoto","Illela","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3345","Sokoto","Illela","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3346","Sokoto","Illela","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3347","Sokoto","Illela","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3348","Sokoto","Illela","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3349","Sokoto","Isa","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3350","Sokoto","Isa","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3351","Sokoto","Isa","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3352","Sokoto","Isa","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3353","Sokoto","Isa","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3354","Sokoto","Isa","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3355","Sokoto","Isa","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3356","Sokoto","Isa","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3357","Sokoto","Isa","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3358","Sokoto","Kebbe","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3359","Sokoto","Kebbe","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3360","Sokoto","Kebbe","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3361","Sokoto","Kebbe","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3362","Sokoto","Kebbe","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3363","Sokoto","Kebbe","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3364","Sokoto","Kebbe","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3365","Sokoto","Kebbe","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3366","Sokoto","Kebbe","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3367","Sokoto","Kware","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3368","Sokoto","Kware","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3369","Sokoto","Kware","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3370","Sokoto","Kware","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3371","Sokoto","Kware","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3372","Sokoto","Kware","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3373","Sokoto","Kware","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3374","Sokoto","Kware","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3375","Sokoto","Kware","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3376","Sokoto","Rabah","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3377","Sokoto","Rabah","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3378","Sokoto","Rabah","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3379","Sokoto","Rabah","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3380","Sokoto","Rabah","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3381","Sokoto","Rabah","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3382","Sokoto","Rabah","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3383","Sokoto","Rabah","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3384","Sokoto","Rabah","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"3385","Sokoto","Sabon Birni","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
